Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Terrace,Garden,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Lift,Municipality,Province,Distance_to_Brussels,Distance_to_Nearest_Airport,total_income,Employment Rate (%),Unemployment Rate (%),Population Density
550000,9500,HOUSE,MIXED_USE_BUILDING,AS_NEW,2,235.0,0,1.0,1.0,290.0,2.0,0.0,0.0,geraardsbergen,East Flanders,32.80536168229344,42.88144725246159,1990062227.7286024,72.2,5.4,
255000,8301,APARTMENT,APARTMENT,GOOD,1,62.0,0,0.0,0.0,0.0,2.0,0.0,1.0,knokke-heist,Other,91.97469910069988,29.577995499826606,3203281012.67,72.2,5.4,537.8952444546014
419000,1300,HOUSE,APARTMENT_BLOCK,AS_NEW,4,145.0,1,1.0,0.0,0.0,2.0,0.0,0.0,wavre,Walloon Brabant,22.94543911237792,23.436255330961163,2589323152.6,72.2,5.4,816.9116190263932
750000,1040,APARTMENT,APARTMENT,AS_NEW,3,155.0,1,1.0,0.0,0.0,3.0,0.0,1.0,bruxelles,Brussels Capital,3.014927999693443,8.28401069710616,8944820813.830002,63.7,12.3,5494.241531424213
230000,6630,APARTMENT,APARTMENT,GOOD,4,198.0,0,0.0,0.0,0.0,3.0,0.0,1.0,martelange,Hainaut,151.15971161880876,93.98460320465855,123734553.85,68.1,6.8,62.55842134557362
425000,2018,APARTMENT,APARTMENT,GOOD,2,110.0,1,1.0,0.0,0.0,3.0,0.0,1.0,antwerpen,Antwerp,44.304951975245935,8.815715775312077,1745305266.5072873,76.2,3.4,
164000,8434,HOUSE,HOUSE,GOOD,2,71.0,0,1.0,0.0,189.0,3.0,0.0,0.0,middelkerke,Other,115.32745557104316,8.908034400228585,1382187584.23,72.2,5.4,244.61036494927785
469000,2500,HOUSE,MANSION,TO_BE_DONE_UP,4,270.0,0,0.0,1.0,170.0,2.0,0.0,0.0,lier,Antwerp,34.5632405233937,9.544661264547504,1745305266.5072873,76.2,3.4,
425000,2900,HOUSE,HOUSE,GOOD,2,164.0,0,1.0,0.0,256.0,2.0,0.0,0.0,schoten,Antwerp,47.30286943582032,8.950999866208114,2643709969.13,76.2,3.4,1170.3226492440251
293000,9660,HOUSE,HOUSE,GOOD,2,184.0,0,0.0,0.0,375.0,3.0,0.0,0.0,brakel,East Flanders,41.59520542192861,51.71079222640094,1078402438.2600002,72.2,5.4,259.835655571714
395000,2650,APARTMENT,APARTMENT,GOOD,2,112.0,0,1.0,1.0,0.0,3.0,0.0,1.0,edegem,Antwerp,34.490926114804786,4.163204103368484,1817373977.15,76.2,3.4,2530.7560907681486
205000,2060,APARTMENT,APARTMENT,GOOD,2,112.0,0,0.0,0.0,0.0,2.0,0.0,1.0,antwerpen,Antwerp,44.304951975245935,8.815715775312077,1745305266.5072873,76.2,3.4,
120000,8000,APARTMENT,SERVICE_FLAT,GOOD,1,49.0,0,1.0,0.0,0.0,2.0,0.0,1.0,brugge,Other,90.61028614550884,23.99214769355588,1754096553.2486956,72.2,5.4,
370000,1970,APARTMENT,APARTMENT,GOOD,2,95.0,1,1.0,0.0,0.0,3.0,0.0,1.0,wezembeek-oppem,Flemish Brabant,9.912503482105327,6.50811809500158,1177259742.14,72.2,5.4,2076.9091489901907
269000,8020,HOUSE,HOUSE,GOOD,3,160.0,0,0.0,1.0,225.0,2.0,0.0,0.0,oostkamp,Other,85.22736533594018,26.404726960748405,1768817045.59,72.2,5.4,295.8783304556425
299898,3980,APARTMENT,APARTMENT,GOOD,3,107.0,0,1.0,0.0,0.0,2.0,0.0,1.0,tessenderlo,Limburg,55.18509940854916,44.37397449599649,1350736914.19,72.2,5.4,360.44408074055855
169000,8793,APARTMENT,APARTMENT,JUST_RENOVATED,2,77.0,0,0.0,0.0,0.0,2.0,0.0,1.0,waregem,Other,67.21380283470123,50.98602394616053,2727629954.19,72.2,5.4,859.9596808220518
175000,4020,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,liège,Liège,93.5154291057074,13.75280985443256,10411526122.86,72.2,5.4,2874.2330376414893
165000,7973,HOUSE,HOUSE,GOOD,3,106.0,0,0.0,0.0,310.0,3.0,0.0,0.0,belœil,Hainaut,58.241283166388286,51.580685182053095,3359644773.855654,72.2,5.4,
880000,1040,HOUSE,APARTMENT_BLOCK,GOOD,4,239.0,0,1.0,0.0,239.0,2.0,0.0,0.0,bruxelles,Brussels Capital,3.014927999693443,8.28401069710616,8944820813.830002,63.7,12.3,5494.241531424213
349000,2275,HOUSE,HOUSE,TO_RENOVATE,2,138.0,0,1.0,0.0,650.0,4.0,0.0,0.0,lille,Antwerp,55.51032094070828,26.153410931467626,1193922262.3400002,76.2,3.4,277.2149844552314
299000,4040,HOUSE,HOUSE,GOOD,4,205.0,0,1.0,1.0,587.0,3.0,1.0,0.0,herstal,Liège,91.50636253949226,13.57929836814894,2117667109.4400003,72.2,5.4,1711.9709576707055
515000,2580,HOUSE,HOUSE,GOOD,3,229.0,0,1.0,0.0,775.0,3.0,0.0,0.0,putte,Antwerp,29.19423118355905,19.055589937101427,1395666596.33,76.2,3.4,506.2834180831866
400000,9051,APARTMENT,APARTMENT,AS_NEW,3,111.0,1,1.0,0.0,0.0,4.0,0.0,1.0,gent,East Flanders,50.937307847543416,57.82852350403636,1990062227.7286024,72.2,5.4,
220000,7972,HOUSE,VILLA,GOOD,3,191.0,0,0.0,0.0,608.0,4.0,0.0,0.0,belœil,Hainaut,56.85152301374985,54.77704278776496,3359644773.855654,72.2,5.4,
460000,1000,APARTMENT,APARTMENT,AS_NEW,2,89.0,1,1.0,0.0,0.0,4.0,0.0,1.0,saint-josse-ten-noode,Brussels Capital,1.2943533842238977,9.65606585114241,962645340.61,63.7,12.3,23324.26651353312
319000,1410,HOUSE,HOUSE,TO_RENOVATE,2,120.0,0,1.0,1.0,229.0,3.0,0.0,0.0,waterloo,Walloon Brabant,16.046038598752496,22.053885535170885,2529110710.17,72.2,5.4,1422.219687829156
375000,8400,APARTMENT,APARTMENT,GOOD,3,115.0,0,0.0,0.0,0.0,2.0,0.0,1.0,oostende,Other,107.55120326561163,4.043747855309444,1754096553.2486956,72.2,5.4,
169000,4020,HOUSE,HOUSE,GOOD,4,125.0,0,0.0,0.0,130.0,3.0,0.0,0.0,liège,Liège,93.5154291057074,13.75280985443256,10411526122.86,72.2,5.4,2874.2330376414893
160000,2060,APARTMENT,GROUND_FLOOR,TO_BE_DONE_UP,1,69.0,0,1.0,0.0,0.0,2.0,0.0,0.0,antwerpen,Antwerp,44.304951975245935,8.815715775312077,1745305266.5072873,76.2,3.4,
470000,8420,HOUSE,HOUSE,GOOD,3,166.0,0,0.0,0.0,459.0,4.0,0.0,0.0,de haan,Other,101.13282120125706,18.51483827110767,982087183.71,72.2,5.4,274.5216591216919
195000,6660,HOUSE,HOUSE,GOOD,4,163.0,0,1.0,1.0,251.0,2.0,0.0,0.0,houffalize,Luxembourg,129.29959581855502,61.47513201472225,318890787.8,68.1,6.8,31.02087717578479
549500,2930,APARTMENT,GROUND_FLOOR,JUST_RENOVATED,2,150.0,0,1.0,0.0,0.0,2.0,0.0,1.0,brasschaat,Antwerp,52.10787612391355,13.64007085189524,3054359109.63,76.2,3.4,983.5501458425554
219000,2060,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,antwerpen,Antwerp,44.304951975245935,8.815715775312077,1745305266.5072873,76.2,3.4,
439000,8200,HOUSE,HOUSE,GOOD,4,184.0,0,0.0,0.0,206.0,4.0,0.0,0.0,brugge,Other,90.9910617861971,21.48014189986049,1754096553.2486956,72.2,5.4,
449000,1160,APARTMENT,APARTMENT,AS_NEW,2,120.0,1,1.0,1.0,0.0,2.0,0.0,1.0,auderghem,Brussels Capital,7.524146120309382,10.651500489762531,2398313969.96,63.7,12.3,3791.0050872562015
370000,1080,APARTMENT,APARTMENT,AS_NEW,2,113.0,1,1.0,0.0,0.0,2.0,0.0,0.0,molenbeek-saint-jean,Brussels Capital,2.399759810530328,12.726787855951292,3712648187.18,63.7,12.3,16228.482216805807
275000,2260,HOUSE,HOUSE,TO_RENOVATE,4,197.0,0,1.0,0.0,465.0,3.0,0.0,0.0,westerlo,Antwerp,48.247410087121445,31.188593058803384,1820222672.09,76.2,3.4,452.2086523322908
265000,8800,APARTMENT,APARTMENT,GOOD,2,138.0,0,0.0,0.0,0.0,2.0,0.0,1.0,roeselare,Other,87.1895227858862,34.55123759467442,1754096553.2486956,72.2,5.4,
237000,3500,APARTMENT,APARTMENT,GOOD,1,90.0,0,0.0,0.0,0.0,2.0,0.0,1.0,hasselt,Limburg,70.90043304374453,33.55660437516894,5930671444.98,72.2,5.4,762.5615843765491
415000,1970,APARTMENT,DUPLEX,AS_NEW,2,120.0,1,1.0,1.0,0.0,2.0,0.0,1.0,wezembeek-oppem,Flemish Brabant,9.912503482105327,6.50811809500158,1177259742.14,72.2,5.4,2076.9091489901907
295000,3051,HOUSE,HOUSE,GOOD,2,178.0,0,0.0,0.0,445.0,3.0,0.0,0.0,oud-heverlee,Flemish Brabant,21.584139417870844,15.862388246201684,1082950023.0700002,72.2,5.4,356.3536897599272
259000,9940,HOUSE,HOUSE,TO_BE_DONE_UP,3,91.0,0,0.0,0.0,132.0,3.0,0.0,0.0,evergem,East Flanders,54.17875234325479,53.07939857820272,2691586967.2,72.2,5.4,470.1296264372031
235000,9000,APARTMENT,APARTMENT,TO_RENOVATE,2,75.0,0,0.0,0.0,0.0,2.0,0.0,1.0,gent,East Flanders,49.65667099682047,53.842745493866346,1990062227.7286024,72.2,5.4,
295000,3740,APARTMENT,APARTMENT,AS_NEW,2,107.0,0,1.0,0.0,0.0,2.0,0.0,0.0,bilzen,Limburg,81.33487042272975,27.36282718465838,2209210586.66,72.2,5.4,425.5090461935953
330000,1030,APARTMENT,APARTMENT,AS_NEW,2,96.0,0,0.0,0.0,0.0,2.0,0.0,1.0,schaerbeek,Brussels Capital,2.729999148382116,8.184390748808344,5851194049.33,63.7,12.3,16878.804438382722
340000,1342,HOUSE,HOUSE,GOOD,3,170.0,0,1.0,1.0,473.0,2.0,0.0,0.0,ottignies-louvain-la-neuve,Walloon Brabant,23.5393773832472,24.74892282924269,2167422807.73,72.2,5.4,941.3982508010328
199000,4820,HOUSE,HOUSE,GOOD,3,109.0,0,1.0,1.0,414.0,2.0,0.0,0.0,dison,Liège,108.99355656541708,29.098501980841,660918260.07,72.2,5.4,1090.9445520706015
289000,4040,HOUSE,MANSION,JUST_RENOVATED,3,190.0,0,1.0,1.0,300.0,2.0,0.0,0.0,herstal,Liège,91.50636253949226,13.57929836814894,2117667109.4400003,72.2,5.4,1711.9709576707055
425000,4000,HOUSE,APARTMENT_BLOCK,GOOD,3,280.0,0,0.0,0.0,114.0,2.0,0.0,0.0,liège,Liège,89.27968818957099,9.400107558571872,10411526122.86,72.2,5.4,2874.2330376414893
159000,9500,HOUSE,HOUSE,GOOD,3,170.0,0,0.0,0.0,90.0,3.0,0.0,0.0,geraardsbergen,East Flanders,32.80536168229344,42.88144725246159,1990062227.7286024,72.2,5.4,
290000,4500,APARTMENT,APARTMENT,GOOD,2,102.0,0,1.0,0.0,0.0,2.0,0.0,1.0,huy,Liège,70.26629064229292,24.035633884275043,1317370349.15,72.2,5.4,445.559772377666
215000,1000,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,55.0,0,1.0,0.0,0.0,2.0,0.0,0.0,saint-josse-ten-noode,Brussels Capital,1.2943533842238977,9.65606585114241,962645340.61,63.7,12.3,23324.26651353312
150000,7134,HOUSE,HOUSE,TO_RENOVATE,2,144.0,0,1.0,0.0,690.0,3.0,0.0,0.0,binche,Hainaut,48.9035485333791,18.534577717011263,1972885859.25,72.2,5.4,546.6442456462104
335000,3001,APARTMENT,APARTMENT,GOOD,2,79.0,0,0.0,0.0,0.0,2.0,0.0,1.0,leuven,Flemish Brabant,23.837796855713574,15.306740877026208,1736432639.621848,72.2,5.4,
239000,7340,HOUSE,HOUSE,GOOD,3,130.0,0,1.0,1.0,185.0,3.0,0.0,0.0,colfontaine,Hainaut,60.60796209171416,43.68248639159703,989548703.11,72.2,5.4,1514.0080115620713
239000,2940,HOUSE,HOUSE,GOOD,2,105.0,0,0.0,1.0,186.0,3.0,0.0,0.0,stabroek,Antwerp,54.242374178196464,17.68450919755709,1444298324.21,76.2,3.4,872.4637116182415
370000,8950,HOUSE,HOUSE,GOOD,3,144.0,0,1.0,0.0,341.0,3.0,0.0,0.0,heuvelland,Other,108.07562915410028,52.9338264735837,489588370.87,72.2,5.4,83.4350293357099
350000,1745,HOUSE,HOUSE,GOOD,3,148.0,0,1.0,1.0,270.0,3.0,0.0,0.0,opwijk,Flemish Brabant,17.44599772454508,22.328136973886057,1125169159.08,72.2,5.4,730.3041166671244
245000,1650,APARTMENT,APARTMENT,GOOD,2,70.0,0,1.0,0.0,0.0,2.0,0.0,1.0,beersel,Flemish Brabant,9.740879858575047,19.2709643731638,1978448590.83,72.2,5.4,830.5814491174377
298800,9800,HOUSE,MIXED_USE_BUILDING,GOOD,2,204.0,0,1.0,0.0,302.0,3.0,0.0,0.0,deinze,East Flanders,60.51636306308565,51.97510447972411,3344060399.86,72.2,5.4,340.3258098451427
325000,2830,HOUSE,HOUSE,GOOD,4,166.0,0,0.0,0.0,329.0,3.0,0.0,0.0,willebroek,Antwerp,23.74574258674539,15.631229716114856,1810658407.99,76.2,3.4,967.3476837740347
325000,9600,HOUSE,HOUSE,GOOD,3,150.0,0,1.0,0.0,264.0,2.0,0.0,0.0,renaix,East Flanders,53.47722497364936,63.85448746995458,1493822585.5,72.2,5.4,762.8989167722775
390000,1420,HOUSE,APARTMENT_BLOCK,GOOD,3,195.0,0,1.0,1.0,290.0,2.0,0.0,0.0,braine-l'alleud,Walloon Brabant,17.56558648452923,24.87565697658456,1702317268.7164304,72.2,5.4,
199000,4860,HOUSE,HOUSE,TO_RENOVATE,4,162.0,0,1.0,1.0,176.0,3.0,0.0,0.0,pepinster,Liège,106.96089853549174,26.56426821389776,558965005.91,72.2,5.4,392.66985201265
225000,3012,HOUSE,HOUSE,GOOD,2,205.0,0,0.0,0.0,193.0,3.0,0.0,0.0,leuven,Flemish Brabant,26.15710911631072,15.77638015340437,1736432639.621848,72.2,5.4,
199000,1840,APARTMENT,GROUND_FLOOR,TO_RENOVATE,2,75.0,0,1.0,0.0,0.0,3.0,0.0,1.0,londerzeel,Flemish Brabant,18.66513044654511,18.207369432584084,1486716091.47,72.2,5.4,513.2707832303
269000,4460,HOUSE,HOUSE,TO_RENOVATE,3,128.0,0,0.0,1.0,295.0,3.0,0.0,0.0,grâce-hollogne,Liège,79.26201454657497,1.168965432967786,1257145649.0700002,72.2,5.4,663.1109366746322
325000,1070,APARTMENT,PENTHOUSE,AS_NEW,2,86.0,1,1.0,0.0,0.0,2.0,0.0,1.0,anderlecht,Brussels Capital,4.7607688316527845,15.667121200621166,5087915558.78,63.7,12.3,6683.436016570749
269000,2660,HOUSE,HOUSE,GOOD,2,106.0,1,1.0,1.0,0.0,2.0,0.0,0.0,antwerpen,Antwerp,36.30556862031787,7.872924613289252,1745305266.5072873,76.2,3.4,
365000,8587,HOUSE,HOUSE,GOOD,3,203.0,0,0.0,0.0,322.0,3.0,0.0,0.0,espierres-helchin,Other,69.3914429000841,64.1501933713966,133267531.35,72.2,5.4,189.44869689530665
155000,4480,HOUSE,MIXED_USE_BUILDING,TO_BE_DONE_UP,4,138.0,0,1.0,1.0,260.0,3.0,0.0,0.0,engis,Liège,80.4568722868872,10.432570178306596,355743031.58,72.2,5.4,221.22436984303124
295000,2800,HOUSE,HOUSE,TO_BE_DONE_UP,2,117.0,0,0.0,0.0,0.0,2.0,0.0,0.0,mechelen,Antwerp,21.5900469929997,14.353653278191508,1745305266.5072873,76.2,3.4,
195000,5500,APARTMENT,APARTMENT,AS_NEW,2,107.0,0,1.0,1.0,0.0,2.0,0.0,1.0,dinant,Namur,79.46929302690562,40.633280761160975,770489849.02,72.2,5.4,134.43475821017734
307000,8560,HOUSE,HOUSE,GOOD,3,132.0,0,0.0,1.0,178.0,3.0,0.0,0.0,wevelgem,Other,84.32913925656098,46.08198454390215,2136998574.39,72.2,5.4,802.4559454726509
269000,1070,APARTMENT,APARTMENT,JUST_RENOVATED,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,anderlecht,Brussels Capital,4.7607688316527845,15.667121200621166,5087915558.78,63.7,12.3,6683.436016570749
549000,1790,HOUSE,VILLA,GOOD,3,160.0,0,1.0,0.0,515.0,4.0,0.0,0.0,affligem,Flemish Brabant,18.542630720406933,26.52400517618816,1029771635.7,72.2,5.4,738.0620225410213
189000,6800,HOUSE,HOUSE,TO_RENOVATE,3,107.0,0,1.0,0.0,103.0,2.0,0.0,0.0,libramont-chevigny,Luxembourg,122.38663658934644,74.74548436195244,750120746.04,68.1,6.8,62.92952989844136
630000,1030,APARTMENT,APARTMENT,TO_RENOVATE,3,252.0,0,1.0,0.0,0.0,2.0,0.0,0.0,schaerbeek,Brussels Capital,2.729999148382116,8.184390748808344,5851194049.33,63.7,12.3,16878.804438382722
350000,3110,HOUSE,HOUSE,AS_NEW,3,130.0,1,1.0,0.0,240.0,2.0,0.0,0.0,rotselaar,Flemish Brabant,29.02011717408812,18.25189825431536,1456874830.5600002,72.2,5.4,451.2598878866535
399000,8400,HOUSE,TOWN_HOUSE,AS_NEW,3,210.0,0,1.0,1.0,252.0,2.0,0.0,0.0,oostende,Other,107.55120326561163,4.043747855309444,1754096553.2486956,72.2,5.4,
68000,4020,HOUSE,HOUSE,TO_RENOVATE,1,64.0,0,0.0,1.0,142.0,2.0,0.0,0.0,liège,Liège,93.5154291057074,13.75280985443256,10411526122.86,72.2,5.4,2874.2330376414893
325000,1160,APARTMENT,APARTMENT,JUST_RENOVATED,1,66.0,0,1.0,0.0,0.0,2.0,0.0,1.0,auderghem,Brussels Capital,7.524146120309382,10.651500489762531,2398313969.96,63.7,12.3,3791.0050872562015
319200,9880,APARTMENT,APARTMENT,GOOD,1,99.0,0,1.0,0.0,0.0,2.0,0.0,1.0,aalter,East Flanders,70.56730717982146,41.02700094780928,2221066498.05,72.2,5.4,241.17957219202705
409000,1800,HOUSE,HOUSE,GOOD,3,145.0,0,1.0,1.0,280.0,3.0,0.0,0.0,vilvoorde,Flemish Brabant,10.386146123823856,5.051638365515204,1736432639.621848,72.2,5.4,
255000,9100,APARTMENT,APARTMENT,JUST_RENOVATED,2,83.0,0,1.0,0.0,0.0,2.0,0.0,1.0,sint-niklaas,East Flanders,37.42357952684203,21.38098854345812,5115531908.049999,72.2,5.4,
799000,9070,APARTMENT,APARTMENT,AS_NEW,2,146.0,1,1.0,0.0,0.0,2.0,0.0,1.0,destelbergen,East Flanders,42.65602727409368,48.68581444202097,1576449695.5900002,72.2,5.4,684.0442074285905
290000,1030,APARTMENT,APARTMENT,GOOD,2,105.0,0,0.0,1.0,0.0,2.0,0.0,1.0,schaerbeek,Brussels Capital,2.729999148382116,8.184390748808344,5851194049.33,63.7,12.3,16878.804438382722
395000,9900,APARTMENT,APARTMENT,AS_NEW,3,112.0,0,1.0,0.0,0.0,2.0,0.0,1.0,eeklo,East Flanders,67.1676972720925,48.689708353044544,1441451321.48,72.2,5.4,694.0768452824746
227500,8370,APARTMENT,APARTMENT,GOOD,2,83.0,0,0.0,0.0,0.0,2.0,0.0,1.0,blankenberge,Other,98.13105837351104,21.51898772619248,1371659714.53,72.2,5.4,1074.3590974311114
390000,2200,APARTMENT,DUPLEX,GOOD,3,164.0,0,1.0,0.0,0.0,2.0,0.0,1.0,herentals,Antwerp,49.97439853384258,25.86351840313068,2048360679.18,76.2,3.4,587.6339681672442
595000,8370,HOUSE,VILLA,AS_NEW,3,204.0,0,0.0,0.0,676.0,4.0,0.0,0.0,blankenberge,Other,98.13105837351104,21.51898772619248,1371659714.53,72.2,5.4,1074.3590974311114
305000,2650,HOUSE,HOUSE,TO_RENOVATE,3,155.0,0,0.0,1.0,240.0,2.0,0.0,0.0,edegem,Antwerp,34.490926114804786,4.163204103368484,1817373977.15,76.2,3.4,2530.7560907681486
145000,9600,HOUSE,HOUSE,GOOD,2,116.0,1,1.0,0.0,128.0,2.0,0.0,0.0,renaix,East Flanders,53.47722497364936,63.85448746995458,1493822585.5,72.2,5.4,762.8989167722775
245000,8000,APARTMENT,APARTMENT,GOOD,2,108.0,1,1.0,0.0,0.0,2.0,0.0,1.0,brugge,Other,90.61028614550884,23.99214769355588,1754096553.2486956,72.2,5.4,
245000,1070,APARTMENT,APARTMENT,JUST_RENOVATED,3,95.0,0,1.0,0.0,0.0,3.0,0.0,1.0,anderlecht,Brussels Capital,4.7607688316527845,15.667121200621166,5087915558.78,63.7,12.3,6683.436016570749
270000,1070,APARTMENT,GROUND_FLOOR,AS_NEW,1,66.0,1,1.0,1.0,0.0,2.0,0.0,1.0,anderlecht,Brussels Capital,4.7607688316527845,15.667121200621166,5087915558.78,63.7,12.3,6683.436016570749
250000,1060,APARTMENT,APARTMENT,GOOD,1,55.0,0,0.0,0.0,0.0,2.0,0.0,0.0,saint-gilles,Brussels Capital,2.367119984418256,12.652481324126706,2471113985.26,63.7,12.3,19892.22653085695
245000,8400,HOUSE,HOUSE,GOOD,3,199.0,0,1.0,1.0,70.0,2.0,0.0,0.0,oostende,Other,107.55120326561163,4.043747855309444,1754096553.2486956,72.2,5.4,
289000,2660,APARTMENT,APARTMENT,GOOD,3,130.0,0,1.0,0.0,0.0,2.0,0.0,1.0,antwerpen,Antwerp,36.30556862031787,7.872924613289252,1745305266.5072873,76.2,3.4,
299500,9100,APARTMENT,APARTMENT,GOOD,2,85.0,0,1.0,1.0,0.0,2.0,0.0,1.0,sint-niklaas,East Flanders,37.42357952684203,21.38098854345812,5115531908.049999,72.2,5.4,
99000,6010,HOUSE,HOUSE,TO_RENOVATE,2,88.0,0,1.0,1.0,350.0,2.0,0.0,0.0,charleroi,Hainaut,52.16504890113666,7.173051754800724,9552787098.79,68.1,6.8,1964.723429531124
375000,8450,APARTMENT,DUPLEX,AS_NEW,3,118.0,0,1.0,0.0,0.0,2.0,0.0,0.0,bredene,Other,105.24859698515895,8.317421237018525,1248746310.94,72.2,5.4,1269.673091631174
299000,9300,APARTMENT,APARTMENT,GOOD,2,116.0,1,1.0,0.0,0.0,2.0,0.0,1.0,aalst,East Flanders,23.666822825989403,30.98621838695354,1990062227.7286024,72.2,5.4,
238000,8870,APARTMENT,APARTMENT,GOOD,2,86.0,1,1.0,0.0,0.0,2.0,0.0,1.0,izegem,Other,80.75930897486188,41.12991974382592,1905999795.43,72.2,5.4,1092.9333073122264
265000,9280,HOUSE,HOUSE,GOOD,4,193.0,0,0.0,0.0,245.0,4.0,0.0,0.0,lebbeke,East Flanders,21.926629841998444,26.38515361087713,1408074567.37,72.2,5.4,707.596464266342
275000,1420,APARTMENT,APARTMENT,JUST_RENOVATED,1,101.0,0,0.0,1.0,0.0,2.0,0.0,1.0,braine-l'alleud,Walloon Brabant,17.56558648452923,24.87565697658456,1702317268.7164304,72.2,5.4,
340000,1950,APARTMENT,APARTMENT,GOOD,2,80.0,1,0.0,0.0,0.0,2.0,0.0,1.0,kraainem,Flemish Brabant,8.417562486740884,6.295372320488674,1071181251.99,72.2,5.4,2352.500126791704
269000,9500,HOUSE,HOUSE,GOOD,3,155.0,1,1.0,1.0,250.0,2.0,0.0,0.0,geraardsbergen,East Flanders,32.80536168229344,42.88144725246159,1990062227.7286024,72.2,5.4,
399000,1000,APARTMENT,GROUND_FLOOR,GOOD,3,129.0,1,0.0,0.0,0.0,2.0,0.0,1.0,saint-josse-ten-noode,Brussels Capital,1.2943533842238977,9.65606585114241,962645340.61,63.7,12.3,23324.26651353312
460000,1000,APARTMENT,PENTHOUSE,GOOD,3,153.0,1,1.0,0.0,0.0,2.0,0.0,1.0,saint-josse-ten-noode,Brussels Capital,1.2943533842238977,9.65606585114241,962645340.61,63.7,12.3,23324.26651353312
369000,8000,HOUSE,HOUSE,AS_NEW,2,87.0,0,1.0,0.0,78.0,2.0,0.0,0.0,brugge,Other,90.61028614550884,23.99214769355588,1754096553.2486956,72.2,5.4,
280000,9051,APARTMENT,GROUND_FLOOR,AS_NEW,2,76.0,1,1.0,0.0,0.0,2.0,0.0,1.0,gent,East Flanders,50.937307847543416,57.82852350403636,1990062227.7286024,72.2,5.4,
169000,4000,APARTMENT,APARTMENT,GOOD,2,94.0,0,1.0,0.0,0.0,4.0,0.0,1.0,liège,Liège,89.27968818957099,9.400107558571872,10411526122.86,72.2,5.4,2874.2330376414893
320000,1030,APARTMENT,APARTMENT,AS_NEW,2,97.0,1,1.0,0.0,0.0,2.0,0.0,1.0,schaerbeek,Brussels Capital,2.729999148382116,8.184390748808344,5851194049.33,63.7,12.3,16878.804438382722
165000,8600,HOUSE,HOUSE,GOOD,2,110.0,0,0.0,0.0,237.0,2.0,0.0,0.0,diksmuide,Other,106.06189273819388,17.60650343790306,1754096553.2486956,72.2,5.4,
319000,4633,APARTMENT,DUPLEX,AS_NEW,3,130.0,0,1.0,0.0,0.0,3.0,0.0,1.0,soumagne,Liège,100.7135711673149,21.291375589711524,1124996934.2199998,72.2,5.4,622.3653811729637
379000,9050,APARTMENT,APARTMENT,GOOD,2,109.0,0,1.0,0.0,0.0,2.0,0.0,1.0,gent,East Flanders,45.69760449370474,51.01196298577335,1990062227.7286024,72.2,5.4,
417000,3128,APARTMENT,APARTMENT,AS_NEW,3,144.0,0,1.0,0.0,0.0,2.0,0.0,0.0,tremelo,Flemish Brabant,32.7301698487643,21.8231121472664,1225519174.11,72.2,5.4,680.7671991628855
279000,1080,APARTMENT,APARTMENT,GOOD,2,105.0,0,1.0,0.0,0.0,2.0,0.0,1.0,molenbeek-saint-jean,Brussels Capital,2.399759810530328,12.726787855951292,3712648187.18,63.7,12.3,16228.482216805807
465000,9032,HOUSE,HOUSE,AS_NEW,4,152.0,0,0.0,1.0,109.0,2.0,0.0,0.0,gent,East Flanders,52.07196264075158,51.04179813308915,1990062227.7286024,72.2,5.4,
265000,2800,HOUSE,HOUSE,TO_RENOVATE,3,93.0,0,0.0,0.0,192.0,3.0,0.0,0.0,mechelen,Antwerp,21.5900469929997,14.353653278191508,1745305266.5072873,76.2,3.4,
229000,6970,APARTMENT,APARTMENT,GOOD,2,91.0,0,1.0,0.0,0.0,2.0,0.0,0.0,tenneville,Luxembourg,115.83167385285864,61.50961435816656,183773107.14,68.1,6.8,30.800872273742144
335000,9240,HOUSE,HOUSE,GOOD,3,157.0,0,0.0,0.0,288.0,3.0,0.0,0.0,zele,East Flanders,32.7352087465384,32.59675325724641,1382388158.6799998,72.2,5.4,634.3041344348837
265000,1030,APARTMENT,PENTHOUSE,GOOD,1,55.0,1,1.0,0.0,0.0,2.0,0.0,1.0,schaerbeek,Brussels Capital,2.729999148382116,8.184390748808344,5851194049.33,63.7,12.3,16878.804438382722
260000,4000,APARTMENT,GROUND_FLOOR,GOOD,2,77.0,0,1.0,1.0,0.0,4.0,0.0,1.0,liège,Liège,89.27968818957099,9.400107558571872,10411526122.86,72.2,5.4,2874.2330376414893
275000,1082,APARTMENT,APARTMENT,AS_NEW,2,75.0,1,1.0,0.0,0.0,2.0,0.0,0.0,berchem-sainte-agathe,Brussels Capital,4.358395839790302,13.973591339129868,1358110088.7099998,63.7,12.3,8541.737271101694
495000,2000,APARTMENT,DUPLEX,GOOD,2,126.0,1,1.0,0.0,0.0,2.0,0.0,0.0,antwerpen,Antwerp,44.304951975245935,8.815715775312077,1745305266.5072873,76.2,3.4,
